GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
8600000US76527,76527,ZCTA5 76527,1419,223,49718,11038,93.7,4.4,52069,15294,0.8,1.2,"250,000+",***,0,2.6,-,**,0.4,0.7,-,**,0.8,1.7,-,**,3.2,3.2,27857,36368,1,1.6,-,**,17.1,5.5,40417,18195,79.9,5.8,54038,21404,4.7,5.7,31750,31085,38.8,11.4,38895,10989,39.1,8.7,81776,12449,17.4,6.5,36953,5256,1071,220,71250,28522,47.4,11,38068,11354,52.6,11,86058,16642,78.1,13,81711,13732,17.7,12,35464,19290,4.2,3.3,80809,36266,348,123,36875,21132,33.6,13.2,32232,15389,31.9,12.2,32232,16717,1.7,2.7,22500,38390,66.4,13.2,37612,32984,49.7,16.4,17933,18169,16.7,18.6,39043,2066,22.6,(X),(X),(X),17.9,(X),(X),(X),33.3,(X),(X),(X)
8600000US76530,76530,ZCTA5 76530,930,96,45521,8300,86.8,4.2,51898,8558,6,3.2,30313,32801,0.8,1.1,-,**,0,3.9,-,**,0,3.9,-,**,3.2,2.4,25294,9990,3.2,2.6,31667,32063,16.1,4.5,28676,4638,76.9,4.8,52454,9551,2.2,2.6,41786,12417,26.5,6.6,45385,15497,42.7,7.1,63906,6398,28.7,6.5,18563,4492,647,95,57153,9446,36.6,8.7,59417,16878,63.4,8.7,50769,15398,80.1,6.9,63929,9293,14.1,6.4,25568,21590,5.9,3.8,50357,25045,283,70,24583,10717,59.4,12.5,21250,7902,53.4,14,19563,4960,6,7.9,40982,7379,40.6,12.5,31339,20890,37.1,12.8,31339,20739,3.5,3.9,35000,54792,33.9,(X),(X),(X),38.2,(X),(X),(X),24,(X),(X),(X)
8600000US76537,76537,ZCTA5 76537,1154,137,59609,5876,90.6,5.1,59102,6270,1.1,1.2,30469,22117,0.5,0.7,100625,84503,1.7,2.8,-,**,0,3.2,-,**,1.3,1.7,83906,5415,4.8,4.5,78363,34932,25.7,7.2,59258,12582,67.1,7.9,58750,14624,2.3,2.6,79167,8570,39.4,7.2,58242,10605,41.1,6.9,63542,11589,17.2,5.1,29018,13406,916,145,60682,4730,48,7.7,57734,11673,52,7.7,62136,7557,81.9,7.2,61894,6115,10.5,6.3,35909,34983,7.6,4.3,75833,13915,238,72,32763,15162,56.7,18.8,26103,8515,50.4,17.8,25000,16030,6.3,7.7,65625,34363,43.3,18.8,77649,34179,41.6,18.8,77530,48111,1.7,3.3,-,**,22.4,(X),(X),(X),24,(X),(X),(X),16.4,(X),(X),(X)
8600000US76574,76574,ZCTA5 76574,6550,337,44114,3745,85.3,2.7,46732,7607,8.2,2,30263,18210,0.1,0.2,-,**,0.7,0.9,49097,6603,0,0.6,-,**,5.3,1.7,27212,24788,0.4,0.4,55139,101033,27.6,3,37992,6839,63.1,3.4,52889,7738,3.2,1.7,42443,25060,33.7,3.6,43407,11333,40.7,3.2,61000,9093,22.5,2.4,28895,5168,4625,240,53115,3763,46.2,4.2,46589,7122,53.8,4.2,55625,9402,78.2,4.5,57239,7983,15.6,3.6,31283,7221,6.2,2.7,42700,7259,1925,271,24375,4962,53.5,7.2,19219,2663,51.9,7.4,18858,2490,1.6,1.6,62333,21668,46.5,7.2,36652,5748,36.2,6.7,35714,5942,10.4,4.4,43750,23166,26.3,(X),(X),(X),28.6,(X),(X),(X),20.6,(X),(X),(X)
8600000US76578,76578,ZCTA5 76578,641,96,65610,14706,93.4,4.1,66831,6949,3.3,2.5,25536,13400,0,5.7,-,**,0,5.7,-,**,0,5.7,-,**,2,2.4,45875,25647,1.2,2.3,-,**,10.1,6.8,46875,35246,85.3,7.2,66799,7531,0.9,2.2,-,**,34.2,9.7,69896,10174,42.6,9.1,68550,6054,22.3,5.5,32946,5503,462,92,69300,6331,50.9,11.7,73512,16792,49.1,11.7,64875,19868,96.1,2.8,69600,7113,2.6,2.4,33333,33019,1.3,1.9,-,**,179,47,26477,3504,68.7,13.7,26629,1851,55.3,16.9,26023,1214,13.4,13.9,106000,17390,31.3,13.7,24167,25755,31.3,13.7,24167,25755,0,18.8,-,**,29.2,(X),(X),(X),29,(X),(X),(X),29.6,(X),(X),(X)
8600000US78610,78610,ZCTA5 78610,7408,338,82702,5602,83.5,2.6,86356,6602,2.5,1.1,48718,36631,0.4,0.3,107639,59492,0.6,0.6,89107,22595,0.1,0.2,-,**,12.1,2.7,57794,24493,0.8,0.6,110313,87450,27.3,2.8,70653,13023,68.6,3,89260,7184,2.9,1.5,16630,84769,39.6,3,78104,7161,44.4,3,101815,16499,13.1,2,64957,14207,5891,310,90383,5476,50.1,3.8,90568,9380,49.9,3.8,90038,7587,82.6,3.6,100057,11028,11.7,3.3,48701,4485,5.7,2.3,63468,29177,1517,236,45212,8971,52.7,8.9,36782,8275,39.7,8.5,34878,3026,12.9,5.8,66429,39861,47.3,8.9,65714,27454,36.7,9.4,48906,31510,10.6,6.2,84659,21521,29.1,(X),(X),(X),29.5,(X),(X),(X),26.7,(X),(X),(X)
8600000US78617,78617,ZCTA5 78617,5109,360,44334,4879,58.3,4.3,49025,9335,9.2,2.2,53375,11765,2.1,1.5,28500,25997,2.2,1.4,56210,21602,0,0.7,-,**,25.9,4.5,35131,9283,2.4,1.5,44643,55036,57.8,4.5,36714,6332,28.8,4.5,60717,13715,3.5,2.3,27188,23205,50.6,6.3,50260,7773,33.8,5.3,46220,13161,12.1,3.4,39875,9436,4340,340,45237,5114,62.2,5.6,42458,8300,37.8,5.6,49375,11811,67.7,5.4,55351,6039,23.1,5.3,32790,14275,9.2,3.2,35938,7172,769,201,32625,15998,36,14.7,23036,31778,30.7,14.9,19531,25818,5.3,4.7,77019,32254,64,14.7,34000,12050,49.3,14.3,31563,14785,14.7,9.7,52872,35950,21,(X),(X),(X),19.5,(X),(X),(X),26.1,(X),(X),(X)
8600000US78626,78626,ZCTA5 78626,8690,422,58111,2539,85.7,3.1,59276,2358,4.8,1.8,31526,5740,0.3,0.4,-,**,0.9,0.7,69063,61399,0,0.4,-,**,5.8,2.1,39524,15988,2.5,1.7,77527,27168,29.1,3.4,52067,7132,65,3.8,61808,5558,5.3,1.5,43625,23726,41.4,3.4,57217,5839,37.2,3.1,70690,8221,16.1,1.8,35724,8082,5940,337,64522,4378,57.1,4.7,61653,6132,42.9,4.7,66336,7329,80.2,4.2,66986,5302,13.7,3.3,35000,9426,6,2.6,76176,40736,2750,373,41071,3995,52.7,6.8,32817,4409,44.2,6.8,30886,3451,8.5,4.4,67266,37653,47.3,6.8,50956,13730,40.3,6.2,42399,6911,7,4.1,71176,30067,22,(X),(X),(X),23.1,(X),(X),(X),19.1,(X),(X),(X)
8600000US78628,78628,ZCTA5 78628,8866,289,81294,3708,92.9,2.4,82095,4270,1.4,0.9,98125,190713,0,0.4,-,**,1.2,0.8,120625,105284,0,0.4,-,**,3.2,1.8,16382,47492,1.2,0.8,67361,30210,9.4,1.9,47206,23950,86.6,2.4,84606,6469,2.9,1.4,33462,11706,24.2,2.7,92886,6231,44.4,2.8,95181,7943,28.5,2.1,54925,7389,6735,290,94524,2975,40.6,2.8,94375,8065,59.4,2.8,94617,5414,85,2.9,103413,6163,9.5,2.1,42336,8967,5.5,2.3,28561,23494,2131,319,38966,4605,65.8,8.5,38496,4925,55.9,7.6,35670,9068,9.9,5.6,47261,23340,34.2,8.5,42891,14016,32,8.4,37404,14558,2.2,2.3,93083,43126,18,(X),(X),(X),18.3,(X),(X),(X),17.1,(X),(X),(X)
8600000US78633,78633,ZCTA5 78633,8345,368,72579,4405,97.2,1.5,71913,4194,0.3,0.5,-,**,0.3,0.5,170250,171661,0,0.4,-,**,0,0.4,-,**,2,1.3,105532,76659,0.1,0.2,-,**,4.8,1.7,90329,46899,94.5,1.7,72074,4264,0.2,0.3,-,**,7.9,2.9,104896,24416,27.8,3.9,92259,10343,64.1,4,64224,10039,6237,398,81299,5531,15.1,3.7,111014,22237,84.9,3.7,78824,5064,96.6,2.2,81035,5226,2,1.3,65789,37775,1.4,1.7,190676,128235,2108,327,42899,4753,69.8,9,42742,3614,68.7,9,42511,3905,1,1.5,46375,878,30.2,9,59063,60158,23.1,9.7,31736,42053,7.1,4.5,121442,20540,22,(X),(X),(X),21.8,(X),(X),(X),21.3,(X),(X),(X)
