GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US78634,78634,ZCTA5 78634,7878,390,73729,5469,83.5,3.1,74075,4871,12.2,2.7,80714,35072,0.4,0.6,-,**,0.4,0.4,72344,96051,0,0.5,-,**,2.4,1.4,46696,34296,1.1,0.8,80255,49385,17.2,3.2,77500,18258,69.2,4.2,73479,5327,1.9,1.5,56438,96813,54.8,3.6,73025,5802,35.8,3.2,86422,11486,7.5,1.9,46875,13679,6332,349,75846,7056,58.1,4.1,71762,6337,41.9,4.1,84038,11513,81.2,5.1,84709,6852,14.6,4.5,43659,5406,4.2,2,49821,32629,1546,321,47949,11908,48.4,10.5,39306,13455,38.1,9.5,25104,15472,10.3,4.9,86818,43405,51.6,10.5,70898,8558,36.9,9.1,67955,11569,14.7,8.5,100108,32562,20.8,(X),(X),(X),21.4,(X),(X),(X),16.3,(X),(X),(X)
8600000US78640,78640,ZCTA5 78640,12959,430,64137,3155,76.4,2.6,69090,6252,5.9,1.3,61950,10706,0.5,0.4,49561,2321,0.6,0.5,42083,128046,0,0.3,-,**,15.3,2.7,32086,6078,1.4,0.8,50417,52543,42.6,2.3,49772,5669,50,2.2,73467,6279,2,1,31490,23615,51.1,3.1,66639,5722,38.7,2.5,65357,5715,8.2,1.2,47696,9475,10097,406,66378,4400,61.7,3.6,65771,5377,38.3,3.6,67077,8313,76.5,3,76972,6312,16,2.7,37153,6715,7.5,1.7,55991,12248,2862,438,48142,6714,50.2,8,32467,17121,42.7,7.6,24821,13595,7.5,3.2,53542,18998,49.8,8,55114,12822,37.9,7.8,51667,13225,11.8,4.7,99732,11777,34.3,(X),(X),(X),31.2,(X),(X),(X),43.3,(X),(X),(X)
8600000US78641,78641,ZCTA5 78641,15625,472,71885,4779,89.4,1.5,73110,5090,3.1,1.1,59456,57993,0.4,0.4,83977,17665,1.7,0.7,98162,18747,0,0.2,-,**,3.4,1,58207,15439,2.1,0.8,69706,50364,17.7,1.9,56867,6265,75.2,2,76609,3687,1,0.5,59844,83613,51.2,2.7,71775,7229,37,2.5,79881,6881,10.8,1.4,50906,5299,12554,441,77840,4012,59.2,3.4,80519,5264,40.8,3.4,72311,7874,81.2,2.9,87722,4572,12.4,2.4,55000,15158,6.4,2,51316,11812,3071,382,44911,7613,37.6,6.5,49337,11901,25.4,5.8,42083,14164,12.2,5.2,87639,31564,62.4,6.5,43786,6928,51.7,7.1,40025,7528,10.6,5,88665,34376,23.6,(X),(X),(X),23.7,(X),(X),(X),22,(X),(X),(X)
8600000US78642,78642,ZCTA5 78642,3008,173,75375,9229,95.7,2,77969,8625,0.1,0.2,-,**,0.8,0.8,33750,109783,0,1.2,-,**,0,1.2,-,**,2.3,1.3,67566,14634,1.1,1.2,70694,51848,7.9,2.3,67841,13297,90.7,2.6,78298,8537,1.3,1.3,16667,27557,31.1,3.4,95083,14966,50.5,4.5,78963,12010,17.1,3.6,55064,18269,2483,172,83569,7111,44.4,4.4,104907,12065,55.6,4.4,69497,6760,88.8,3.7,88797,5629,7.6,3,29485,33635,3.5,2,60441,27410,525,123,35625,8396,53.7,13.8,27432,21032,46.7,13.4,26287,12418,7,6.6,65188,46023,46.3,13.8,35927,14194,40.2,13.9,34583,12301,6.1,5.3,75192,76471,24.9,(X),(X),(X),26.6,(X),(X),(X),17,(X),(X),(X)
8600000US78645,78645,ZCTA5 78645,4254,274,73601,5487,95.7,2,73382,5764,1.2,1.2,162768,211082,0,0.9,-,**,0.8,0.8,59375,44476,0,0.9,-,**,0.7,0.8,12059,39098,1.7,1.1,86518,114075,7.5,2.8,73750,20529,90,3,73388,7145,0.7,0.8,64653,114602,23.1,3.5,69096,14217,46,4.3,87553,11217,30.2,3.5,63866,14307,3196,218,87128,7562,27.4,5.3,74966,21328,72.6,5.3,89828,8708,90.6,5,91607,6294,8.4,4.9,45497,8418,1,1,187574,105747,1058,211,27955,6653,53.6,9.3,23415,1109,47.1,8.7,22899,1288,6.5,4,48641,24533,46.4,9.3,47888,9361,36.9,9.5,38833,16641,9.5,6.5,74135,103493,29.2,(X),(X),(X),28.7,(X),(X),(X),30.1,(X),(X),(X)
8600000US78652,78652,ZCTA5 78652,1845,200,76604,8491,90.7,3.9,77955,11845,3.2,2.5,47240,44170,0,2,-,**,1.4,1.8,-,**,0,2,-,**,3.5,3.2,30700,35632,1.2,1.1,108750,86867,25.9,5.5,64545,12159,69.2,6,85179,17836,2.8,2,85263,44970,33.3,7.4,66447,11791,42.9,8.6,109514,25091,21,5,55694,21630,1423,195,90212,6867,42.1,9.7,90705,15675,57.9,9.7,89510,17264,71.5,8.3,92096,9564,25.2,8.1,87768,59979,3.4,3.2,9900,95111,422,100,37988,8517,53.3,14,20917,13084,51.2,14.2,20167,13251,2.1,3.6,-,**,46.7,14,63594,19779,39.1,13.4,62250,21938,7.6,8,70595,39360,18.4,(X),(X),(X),19.1,(X),(X),(X),16.1,(X),(X),(X)
8600000US78664,78664,ZCTA5 78664,19304,529,61401,2219,77.5,2.5,61348,1821,13,2,50959,6123,0.3,0.2,113813,75137,3.6,0.7,79756,10266,0,0.2,-,**,3.4,0.8,45129,5833,2.3,1,86341,23451,27.4,2,54188,5678,54.1,2.4,68277,5943,5,1.1,27282,7829,49.2,2.3,61778,3073,36.4,2.2,70217,4967,9.5,1.3,52548,9996,13498,433,67643,4604,61.1,2.9,62265,4956,38.9,2.9,72681,3402,72.4,3.3,78220,3683,19.7,3.1,35380,5461,7.9,2.1,41923,22558,5806,456,45581,3900,50.4,5.2,43948,4427,42.4,5.1,42347,4962,8,2.4,67721,27037,49.6,5.2,48452,6968,35.4,5.1,42165,8313,14.2,3.8,72776,17415,23.3,(X),(X),(X),24.8,(X),(X),(X),17.3,(X),(X),(X)
8600000US78665,78665,ZCTA5 78665,12075,446,85907,5427,81.1,2.9,85895,5441,7.5,1.7,71216,15197,0.1,0.2,-,**,7.4,1.9,113646,16926,0,0.3,-,**,2.6,1.2,99732,21385,1.3,0.9,76480,73597,21.5,3.1,74847,11338,62.6,3.4,89831,5382,2.8,1.1,29792,22671,54,3.3,89273,7859,34.6,3.4,91528,5282,8.7,1.7,59174,8823,9245,485,95939,5781,62.3,4.2,94929,10631,37.7,4.2,97697,8864,85.7,3.9,101292,5458,8.1,2.2,47815,9609,6.2,3,56549,27061,2830,417,58874,15074,54.2,9.6,29960,13808,42.9,8.8,26105,4495,11.3,6.5,90770,49510,45.8,9.6,64960,18016,28,9.9,60833,12994,17.8,7.6,74930,38705,24.2,(X),(X),(X),22.9,(X),(X),(X),26.2,(X),(X),(X)
8600000US78676,78676,ZCTA5 78676,5363,364,66050,7202,94.5,2.8,66910,7276,0,0.7,-,**,1.2,1.2,73783,4448,0.9,0.9,-,**,0,0.7,-,**,0.4,0.5,-,**,3.1,2.3,19275,23872,4,1.8,48125,38448,90.9,3.3,66828,8022,0.5,0.6,-,**,16.2,3.6,74890,16636,51.9,5.1,73286,10511,31.5,4,52869,5934,3673,299,74976,7068,32.9,5.8,74209,10919,67.1,5.8,75972,15128,84.5,5.6,86051,7539,10.9,5.4,14946,17609,4.6,2.1,41932,33975,1690,361,43480,6989,63.8,8.3,41935,8581,57.2,9.1,40968,10274,6.6,4.3,73700,39403,36.2,8.3,44167,15236,35.9,8.2,44028,14515,0.4,0.4,-,**,30.2,(X),(X),(X),31.3,(X),(X),(X),27,(X),(X),(X)
8600000US78681,78681,ZCTA5 78681,17655,472,92453,3810,83.2,1.7,92991,3602,4.3,1,71364,28086,1.4,0.8,34013,75235,6.2,0.9,117202,16641,0.1,0.2,-,**,1.9,0.8,64922,22161,3,0.8,62583,13274,14.7,1.4,58941,9335,70.8,1.8,97246,3827,2.3,0.8,39545,10521,46.4,2,93723,4963,39.7,2,97833,4960,11.7,1.2,67153,6766,13880,436,100515,4317,59.5,2.4,103072,6160,40.5,2.4,97445,5089,84.4,2.2,109481,4912,11.2,2,46923,6012,4.4,1.3,37396,8034,3775,385,53144,5002,57.1,5.8,44955,7953,50.5,6,37263,8594,6.6,2.7,88750,35041,42.9,5.8,60750,10097,30.4,5.3,51930,6947,12.5,3.8,101094,15049,23.2,(X),(X),(X),21.7,(X),(X),(X),25,(X),(X),(X)
8600000US78701,78701,ZCTA5 78701,3737,316,86541,10496,84.8,4.7,86141,13901,1.2,1,42143,16076,0,1,-,**,8.5,3.6,155729,107960,0,1,-,**,2.5,2.2,16632,163052,3.1,2.6,107109,371118,12.6,4.1,46250,26740,75.1,5,87743,20626,9.7,3.3,27756,14159,55.9,4.8,99000,24939,26.4,4.7,108125,55454,8.1,2.4,87000,29091,756,192,209107,70532,18.9,11.5,"250,000+",***,81.1,11.5,194271,79710,90.7,7.1,224000,73186,2.8,2.8,41354,4864,6.5,6.6,114950,205556,2981,337,75148,13621,47.8,8.5,53316,16413,41.1,8.6,53265,15299,6.7,3.2,87778,130118,52.2,8.5,86106,11171,43.7,8.4,84500,10253,8.6,3.7,111932,188996,22.1,(X),(X),(X),24.7,(X),(X),(X),21.4,(X),(X),(X)
8600000US78702,78702,ZCTA5 78702,8234,267,36197,1994,66.4,2.7,41586,5446,17.1,1.8,24648,4248,1.3,0.7,26518,4442,1.2,0.8,44625,43564,0,0.5,-,**,12,2.5,23556,3831,2.1,0.8,41875,14176,44.5,2.7,29255,4415,36,2.7,56527,5498,5,1.4,28125,9202,48.5,2.8,44286,8483,27.5,2.9,34053,4510,19,2,19813,7387,4080,294,37813,4117,47.5,3.9,26086,3869,52.5,3.9,50785,12614,44.2,5.3,61122,7591,41.4,5.2,21970,2985,14.5,3.3,36265,3403,4154,298,30710,5994,49.1,5.1,27539,3688,33.4,4,25384,6318,15.7,3.9,41917,8071,50.9,5.1,36076,4475,33.9,4.7,25350,9186,17,3.5,60917,12679,32.6,(X),(X),(X),36.9,(X),(X),(X),27.3,(X),(X),(X)
8600000US78703,78703,ZCTA5 78703,9542,313,80569,7704,91.3,1.8,88985,13272,1.6,1,36921,14130,0.5,0.5,47813,95278,4.9,1.2,31413,9306,0,0.4,-,**,0.8,0.5,50455,13932,0.8,0.5,35875,43316,8,1.6,66384,13605,84.2,2.4,92625,13164,4.5,1.7,22782,7876,49,2.7,65056,6291,33.4,2.7,123452,21131,13.1,1.3,73636,17200,4571,261,129494,16478,45.5,3.5,135898,22206,54.5,3.5,127258,20680,83,3.5,146705,12130,11.4,2.9,53750,18270,5.7,2.8,56078,80995,4971,385,51829,6864,52.9,4.3,50000,7815,42.5,4.6,45658,8156,10.4,2.4,100764,41071,47.1,4.3,54899,16629,37.6,4.6,43890,7148,9.6,2.7,100500,14100,24.5,(X),(X),(X),27.3,(X),(X),(X),21,(X),(X),(X)
8600000US78704,78704,ZCTA5 78704,21214,461,50930,2148,91.1,1.5,52118,2724,2.9,0.9,22391,11300,0.5,0.3,23646,23851,1.8,0.7,75260,35670,0,0.2,-,**,1.4,0.5,21801,9983,2.4,0.7,37326,27819,20.1,1.9,33264,5205,73.2,2,59821,2842,9.4,1.4,21022,5000,54.4,2.1,55788,4682,27.7,1.7,56500,9586,8.4,0.7,44045,5180,7099,451,78604,8130,45.4,3.4,54943,13996,54.6,3.4,84865,4758,63.9,4.2,107065,10115,25.8,3.8,22333,3804,10.3,2.5,44536,13217,14115,573,43298,2387,44.8,2.9,40948,2616,31,2.6,33838,2453,13.8,1.8,61476,5323,55.2,2.9,46308,4549,39.6,3,40039,4537,15.6,2.3,57878,8793,22.4,(X),(X),(X),25.3,(X),(X),(X),20.3,(X),(X),(X)
8600000US78717,78717,ZCTA5 78717,8616,291,93701,5912,76.5,2.7,88231,9255,3.4,1.6,71000,53424,0,0.4,-,**,15.7,2.3,120828,13191,0.1,0.1,-,**,2.7,1.3,69844,18403,1.6,1,57841,56639,12.5,2.7,75662,14755,66.4,3.4,93726,9947,2.9,1.1,58708,24697,55.4,2.8,90536,9308,35,2.4,112262,22163,6.7,1.4,57143,16173,6395,303,104522,3842,62.4,4,107227,10082,37.6,4,96194,11902,86.7,3.6,112429,10769,9.9,3.2,48393,13543,3.4,2,79667,10816,2221,285,53125,6326,63.1,8.1,44533,5838,44.3,7.5,42068,5516,18.8,9.1,73026,54687,36.9,8.1,67282,9302,23.3,7,62386,10569,13.6,5.1,94306,22909,18.5,(X),(X),(X),17.4,(X),(X),(X),20.5,(X),(X),(X)
8600000US78721,78721,ZCTA5 78721,4017,201,33798,3213,43.4,4.9,38080,6741,37.9,4.2,30399,7862,2.4,1.5,42298,167623,0.6,0.6,60875,70855,0,0.9,-,**,12,3.2,25859,13463,3.7,2.3,60186,66368,41.4,4.5,26513,5289,16,3.4,56875,7353,5,2.1,8553,21360,43.1,5,39852,8053,30.8,4.6,33113,5448,21.1,2.7,25000,5077,2513,236,34470,3628,47.5,6.1,24472,8280,52.5,6.1,38663,5631,45.6,6.3,48696,6267,39.9,6.6,18894,1929,14.5,5,37650,11701,1504,219,25996,3906,49.7,7.4,25972,9315,34.3,6.9,13945,5553,15.4,5.1,60357,12628,50.3,7.4,26014,6025,33.8,7.9,22872,12472,16.4,6.6,52446,15843,35.3,(X),(X),(X),37.8,(X),(X),(X),28.9,(X),(X),(X)
8600000US78722,78722,ZCTA5 78722,2993,133,50923,10281,82.1,4,63348,7596,9.8,2.4,34276,8840,0.6,1,-,**,3.1,1.9,43056,61871,0,1.2,-,**,2.5,2.4,19773,11302,1.9,1.7,72361,43594,15.8,4.6,54583,31491,69.8,5,62317,9272,8.5,3.4,33050,14405,55.2,4.5,61313,16353,23,4.2,61845,20508,13.4,3.1,41346,10299,1218,162,75865,14552,43.3,7.1,75833,20769,56.7,7.1,75909,22665,67.4,6.9,91518,17825,17.7,6.2,42061,2455,14.9,7.3,27188,95865,1775,190,44115,4100,42.5,6.8,45440,1820,31.8,6.5,42321,4540,10.7,3.7,71250,13757,57.5,6.8,39882,9230,30.1,6.9,39028,9989,27.4,6.9,53690,33940,22.2,(X),(X),(X),13.9,(X),(X),(X),27.4,(X),(X),(X)
