GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US78634,78634,ZCTA5 78634,8207,493,73977,5333,85.9,2.4,75189,5280,10,2,75980,22071,0,0.5,-,**,0.5,0.4,54762,53245,0,0.5,-,**,2.5,1.6,60016,44592,1.1,0.7,54750,57047,20.8,3,72188,15347,67.6,3.6,74715,5273,3.1,1.6,48188,34273,56.1,3.6,75219,5650,33.3,3.1,81193,10275,7.5,1.9,49830,14476,6688,412,76525,3845,57.7,4.7,74736,5649,42.3,4.7,80085,14365,81.4,4.6,82392,7261,13.4,3.8,45978,4632,5.2,2.4,52028,44422,1519,309,50163,14083,46,10.6,40438,18129,37.1,9.1,27243,11736,8.9,5.6,107344,111563,54,10.6,68964,13039,38.3,9.4,70694,11040,15.7,7.7,61804,27741,22.1,(X),(X),(X),23,(X),(X),(X),18,(X),(X),(X)
8600000US78640,78640,ZCTA5 78640,13329,522,66789,2928,78.4,2.9,71720,5488,6.4,1.6,66612,9162,0.4,0.3,66875,44322,0.6,0.4,137586,80346,0,0.3,-,**,12.7,2.4,31747,6789,1.6,0.7,57976,32274,42,2.1,54258,7569,49.9,2.4,73227,6007,3.1,1.5,34919,26818,49.4,2.6,71904,6489,38.8,2.7,69556,6492,8.7,1.4,39661,6596,10545,497,71093,6308,62.9,3.3,68975,6812,37.1,3.3,77440,12431,76.3,3.1,80073,4688,15.8,2.5,49006,7356,8,2.1,55013,15044,2784,388,48340,7854,51.2,8.9,39103,14136,39.5,8.4,29440,10261,11.7,5,53983,4126,48.8,8.9,54273,10355,36.3,7.3,48056,17107,12.5,6.7,105697,19104,33.7,(X),(X),(X),31.9,(X),(X),(X),37,(X),(X),(X)
8600000US78641,78641,ZCTA5 78641,16033,510,73535,3695,90.8,2,73609,3807,2.8,1.2,58125,45637,0.7,0.4,86823,28228,1.5,0.5,94500,32277,0,0.2,-,**,1.9,0.8,62309,26006,2.4,1,78750,73667,18.1,2.4,56899,6141,74.9,2.6,78618,5152,0.8,0.5,59375,76583,50.7,2.5,70500,8538,37.9,2.8,80760,4369,10.5,1.4,52207,5915,12884,438,79746,3713,57.9,3.5,80804,4335,42.1,3.5,77185,5158,79.3,2.9,90726,5047,14.2,2.8,47766,9542,6.4,2.1,48697,9487,3149,398,45544,7041,38.6,5.6,43059,10423,29.1,4.4,36674,6563,9.5,3.9,87941,25859,61.4,5.6,48661,9484,48.3,6.6,42700,10401,13.1,5.6,73897,31625,25.1,(X),(X),(X),25.5,(X),(X),(X),22.8,(X),(X),(X)
8600000US78642,78642,ZCTA5 78642,3143,256,72388,9003,96.5,1.7,74021,10283,0.4,0.4,-,**,0.4,0.7,-,**,0,1.2,-,**,0,1.2,-,**,1.7,0.9,60500,23734,1,1,70938,51975,6.6,1.9,61850,19935,92.1,2.2,74042,10560,2.1,1.6,19926,92374,31.8,4.5,92045,14505,46.5,4.7,79375,11427,19.6,3.9,56955,8838,2510,234,81992,8528,45.9,5.7,102150,14209,54.1,5.7,69206,5458,89.7,3.5,88696,10784,8,3.3,27024,6987,2.3,1.6,72768,22750,633,150,37321,26468,46.3,13.2,27061,12060,38.7,12.4,25439,3698,7.6,5.9,63750,12826,53.7,13.2,63125,26313,48.3,13.1,63259,31486,5.4,4.5,61000,49472,26.6,(X),(X),(X),26.4,(X),(X),(X),27.5,(X),(X),(X)
8600000US78645,78645,ZCTA5 78645,4354,300,70854,9328,95.9,1.7,72210,8335,1.4,1.2,16964,23541,0,0.9,-,**,0.7,0.8,85288,48285,0,0.9,-,**,0.8,0.8,16875,48609,1.2,0.8,45625,119661,8.8,3,44722,63092,88.6,3.2,72614,10033,0.5,0.8,-,**,23.4,4,65435,11208,46.6,4.4,81061,13059,29.5,3.9,62700,18733,3125,252,82008,8678,26.3,5.7,67188,18995,73.7,5.7,87358,12313,90.3,5.5,89554,13071,8.7,5.4,47884,7412,1.1,0.7,14926,92114,1229,250,24867,6942,48.6,9.9,24108,796,43.4,10,23750,709,5.1,2.4,50625,13974,51.4,9.9,41429,28339,41.5,10.7,22222,22952,9.9,7.1,73971,45567,28.5,(X),(X),(X),28.2,(X),(X),(X),28.8,(X),(X),(X)
8600000US78652,78652,ZCTA5 78652,1931,231,70868,12393,88.1,5.2,72500,13363,2.8,2.8,46136,7307,0.6,0.8,-,**,1.5,1.8,-,**,0,1.9,-,**,5.6,4.1,31641,66788,1.4,1.3,111250,64238,28.8,6.7,60450,14780,66.2,7.3,76483,17038,1.6,1.8,88155,64313,36.6,7.6,66929,16990,38.3,7.9,104265,34491,23.5,6.2,48788,9255,1453,241,87171,14601,40.6,10.8,86563,16432,59.4,10.8,87527,23940,72.4,9,90590,5718,24.4,9.1,65893,23458,3.2,3.6,9242,49130,478,139,33625,14843,60.7,15.8,22708,11867,57.5,15.5,18750,11032,3.1,5.4,-,**,39.3,15.8,60417,40756,25.1,13.6,38571,9893,14.2,14,190321,205404,21.9,(X),(X),(X),22.2,(X),(X),(X),21.1,(X),(X),(X)
8600000US78664,78664,ZCTA5 78664,19332,480,61673,1765,78.3,2.2,61312,1532,12.6,1.9,51583,13706,0.1,0.2,-,**,4.1,0.8,86970,10297,0.1,0.2,-,**,2.4,0.7,50903,14135,2.3,0.9,87717,32748,27.5,2.1,52323,3377,53.8,2.3,67813,3962,4.1,1,32353,12739,48.8,2.5,61853,2736,37.1,2.3,71686,4744,10,1.1,48566,8008,13500,530,68944,4282,60.6,2.9,62133,3016,39.4,2.9,74095,3947,74.2,3.3,78270,5399,18.2,2.7,37148,8082,7.7,2,51250,15675,5832,453,46935,3934,50.3,5.3,47092,5675,41.4,5.5,41981,5812,8.9,2.6,75407,6312,49.7,5.3,46714,6323,35.6,4.9,40086,7699,14.1,4,74000,17008,23.9,(X),(X),(X),26.1,(X),(X),(X),17.4,(X),(X),(X)
8600000US78665,78665,ZCTA5 78665,12541,416,85048,5972,78.6,2.5,87624,7003,9.7,2,70325,19384,0.5,0.4,59453,69684,7.4,1.5,107083,35744,0,0.3,-,**,2.5,1.1,100865,41319,1.2,0.8,53889,50482,19.3,2.5,76006,12154,62.1,3.1,91930,6046,3.1,1.2,28839,16063,50.9,2.6,87820,9950,36,2.3,94461,6214,10,1.4,58909,13828,9711,416,94872,7902,60.9,2.9,93590,10636,39.1,2.9,96571,9783,85.1,2.9,100986,7594,10,2.5,48395,3734,4.9,2.5,59799,69928,2830,377,47560,14391,54.6,8.4,29331,6399,45.2,9,26199,4647,9.4,4.5,93604,20081,45.4,8.4,64375,5597,30.8,7.2,50963,16993,14.6,5.9,83583,35803,24.8,(X),(X),(X),24.7,(X),(X),(X),23.1,(X),(X),(X)
8600000US78676,78676,ZCTA5 78676,5283,359,69485,5761,94.5,2.7,70953,5360,0,0.7,-,**,0.5,0.6,64038,14208,1.1,1.1,-,**,0,0.7,-,**,0.6,0.6,12344,56440,3.3,2.1,19783,46177,4.8,1.8,68043,43029,90.4,2.9,71031,5882,0.3,0.3,20962,10487,15.7,3.3,80200,12023,50.8,4.5,75161,11055,33.2,3.7,53767,7186,3662,289,79875,10904,29.9,6,81250,13762,70.1,6,79209,12757,85.2,5.6,90076,5404,11.9,4.7,22627,15407,2.9,1.8,72600,84466,1621,268,42639,9954,67.7,7.2,47928,15490,62.3,8,47829,16178,5.4,3.6,75536,81223,32.3,7.2,38641,7129,31.3,7.2,38696,6997,0.9,0.9,"2,500-",***,28.4,(X),(X),(X),28.3,(X),(X),(X),27.6,(X),(X),(X)
8600000US78681,78681,ZCTA5 78681,17448,446,96086,3424,84.4,1.6,96799,4349,4,0.9,70772,23823,1,0.7,34783,27601,6.2,1,122614,24804,0.1,0.2,-,**,1.8,0.7,90114,57315,2.5,0.8,62975,29580,15.5,1.6,59148,7469,71.1,1.7,101488,4248,2.2,0.7,40463,12764,45.3,1.8,96164,5789,40.7,2,104259,6383,11.8,1.2,69235,7238,13938,465,104265,3327,59.1,2.5,105585,5449,40.9,2.5,101924,5981,84,2.1,112620,4314,11.5,1.9,49676,9656,4.5,1.5,40951,20569,3510,384,55120,4993,56.4,5.4,45700,8853,49.9,5.7,38914,10028,6.5,2.6,82098,11844,43.6,5.4,68988,10397,31.5,4.9,58574,8565,12.1,4.4,101250,9761,23.1,(X),(X),(X),21.4,(X),(X),(X),24,(X),(X),(X)
8600000US78701,78701,ZCTA5 78701,3948,287,87306,10720,82.7,4.2,85802,12229,1.6,1.3,17321,55559,0,0.9,-,**,10.4,4,160385,72257,0,0.9,-,**,2.3,2,16656,62612,3,2.5,"250,000+",***,12.6,4.3,56125,50085,72.7,4.3,86381,11055,8.5,3.1,37778,19110,55.8,4.6,92619,16366,24.8,4,100688,40331,10.9,2.4,87218,46173,728,167,213958,42493,22.8,12.4,"250,000+",***,77.2,12.4,212708,41650,90.7,6.6,221447,34558,6,5.9,138043,158161,3.3,3.7,-,**,3220,301,76794,9202,47.2,6.7,62632,25057,39.3,6.3,58393,32677,7.9,4.2,90179,67483,52.8,6.7,86759,8896,42.8,6.1,81845,8583,10,4.3,167729,51404,19,(X),(X),(X),17.2,(X),(X),(X),19.4,(X),(X),(X)
8600000US78702,78702,ZCTA5 78702,8372,224,37690,2600,68.7,3.1,44798,7035,16.3,2.2,21102,6192,0.6,0.4,27875,15588,1.4,0.7,61346,27343,0,0.4,-,**,11,2,24696,5409,2,0.8,40179,9290,43.4,2.8,30580,6232,37.7,2.9,58365,7982,4.5,1.3,24821,11513,47.9,2.7,49650,8289,28.6,2.6,36529,4596,19,1.9,21349,7148,4057,302,38703,4140,44.3,4.1,25369,3114,55.7,4.1,56298,18232,43.6,4,64714,6625,41.8,4,22849,3166,14.6,3.2,36687,5451,4315,298,35658,4976,47.4,4.1,32298,8353,31.7,4.2,24167,9720,15.8,2.9,54233,20210,52.6,4.1,37523,4695,35.8,3.8,25125,8575,16.8,3.1,68804,10792,32.1,(X),(X),(X),38.7,(X),(X),(X),25.4,(X),(X),(X)
8600000US78703,78703,ZCTA5 78703,9716,319,81903,7542,89.7,1.8,93198,11400,1.7,0.9,42778,58295,0.5,0.5,45446,54847,6.4,1.5,34281,9804,0,0.4,-,**,0.8,0.5,55875,10786,0.9,0.5,36131,32197,8,2,72731,13501,82.6,2.5,95730,11256,3.6,1.3,21314,9307,50.8,2.8,66214,5126,33,2.6,134074,19503,12.6,1.5,72255,17542,4593,305,136845,15987,46,3.4,138871,22399,54,3.4,134323,20955,83.1,3.2,158125,27009,11.2,2.5,55000,15559,5.7,2.8,55516,59215,5123,419,51957,6458,54.7,4.6,50507,7017,42.6,4.8,45324,8393,12.1,3.1,110368,41671,45.3,4.6,60162,18381,34.2,4.6,42841,8337,11.1,2.5,97043,18002,22.9,(X),(X),(X),26.9,(X),(X),(X),18.5,(X),(X),(X)
8600000US78704,78704,ZCTA5 78704,21385,424,52306,2281,91.9,1.3,53733,2726,2.3,0.7,28180,8689,0.4,0.2,26087,26931,1.6,0.6,52381,41542,0,0.2,-,**,1.1,0.4,28929,27688,2.7,0.7,35000,6887,19.3,1.6,34799,6257,74.6,1.6,60282,2678,8.5,1.2,21779,6138,54.4,1.9,54291,4328,28.3,1.7,61118,8916,8.9,0.8,47639,13020,7039,404,83971,5864,46.2,4.1,59534,13571,53.8,4.1,91406,8483,65.1,3.5,111581,8604,25.8,3.5,25022,6368,9.1,2,51200,25073,14346,502,45088,2673,47,2.9,42372,2424,32.1,2.8,35481,3835,14.9,2,62664,4161,53,2.9,49152,5097,38.8,2.8,42016,5188,14.2,2.3,67663,10825,23.4,(X),(X),(X),25,(X),(X),(X),21.5,(X),(X),(X)
8600000US78717,78717,ZCTA5 78717,9011,330,99541,5160,76.7,3,92244,9923,3.4,1.7,77333,85643,0,0.4,-,**,16.6,2.2,124098,2880,0,0.4,-,**,1.7,1.2,68818,52325,1.6,1.2,34286,38472,10.9,2.8,73403,19726,67.2,3.5,96944,11369,2.2,1.1,42292,44786,53.7,4,99397,7288,37.1,3.6,112582,18161,7,1.5,60179,16256,6734,362,112572,10810,60.2,3.9,122585,13260,39.8,3.9,101895,10233,85.5,3.3,123587,6874,10.9,3,52895,20172,3.6,1.8,83780,38285,2277,364,52114,5963,56,7.6,47068,4533,40.5,7.9,47448,5241,15.5,8.1,46774,50261,44,7.6,61821,13249,31.3,7.7,54207,11908,12.7,4.9,97426,44215,17.2,(X),(X),(X),17.2,(X),(X),(X),16.2,(X),(X),(X)
8600000US78721,78721,ZCTA5 78721,4158,199,36698,4445,46.4,3.9,40382,5049,35.2,4.1,28490,7689,3.1,1.9,43250,84759,1.2,0.9,62011,25107,0,0.9,-,**,10.9,3.2,26029,13032,3.2,2,41136,69313,42.5,4.6,29178,8970,17.4,3.4,65132,10463,4.4,2.3,35508,33945,43.3,5.3,46344,7104,30.7,4.8,33726,7356,21.5,3,21970,3355,2536,197,38041,4278,44.6,6,30188,9490,55.4,6,42241,9971,45.3,6.5,53158,9612,40.2,7.3,19569,3183,14.6,4.8,39095,15570,1622,192,24509,5838,53.3,8.8,24271,7615,37.6,9,13604,2879,15.7,5.2,68583,8758,46.7,8.8,25117,11972,32.5,8.6,16067,8762,14.2,5.7,53688,12357,39.5,(X),(X),(X),41.6,(X),(X),(X),33,(X),(X),(X)
8600000US78722,78722,ZCTA5 78722,2931,113,54526,17053,79.9,3.8,67281,6007,11.7,2.8,29130,9876,0.9,1.4,-,**,3.3,1.8,43382,74028,0,1.3,-,**,2,1.9,18750,731,2.2,1.6,70972,62161,14.4,3.5,80446,19946,68.5,4.6,64623,8189,6.9,2.4,36179,11010,56,4.5,66196,8205,23.7,4.4,63250,21169,13.5,3,39125,5913,1195,145,80718,12445,49.6,7.2,80966,26592,50.4,7.2,80500,13838,72.5,6.6,94091,13078,17.8,6.1,43053,2384,9.7,4.9,80455,95476,1736,175,44738,2733,48.4,7.6,44827,2641,34.8,7,41848,5537,13.6,5,72857,6228,51.6,7.6,44524,16902,27,6.3,40921,6954,24.7,6.5,75435,23700,23,(X),(X),(X),16.2,(X),(X),(X),27.1,(X),(X),(X)
